Source data:
n_boxes: 6, m: 5, d: 4, p_change_box: 0.100, nExp = 10000
# 5146, Balls: Red, Blue, Red, Red
# 5147, Balls: Blue, Red, Red, Green
# 5148, Balls: Blue, Blue, Black, Blue
# 5149, Balls: Blue, Red, Red, Red
# 5150, Balls: Red, Red, Black, Blue
# 5151, Balls: Red, Blue, Blue, White
# 5152, Balls: Blue, Blue, Blue, Red
# 5153, Balls: Red, Blue, Black, Red
# 5154, Balls: Blue, Green, Blue, Black
# 5155, Balls: Red, Blue, White, Black
# 5156, Balls: Black, Red, Green, Blue
# 5157, Balls: Blue, Black, Red, Red
# 5158, Balls: Green, Blue, Blue, White
# 5159, Balls: Blue, Blue, Red, Red
# 5160, Balls: Blue, Red, Green, Blue
# 5161, Balls: Red, Red, Blue, Red
# 5162, Balls: White, White, White, Green
# 5163, Balls: Blue, Blue, Blue, Black
# 5164, Balls: Green, White, White, Red
# 5165, Balls: White, White, Black, Red
# 5166, Balls: Green, Blue, Red, Black
# 5167, Balls: White, Red, Black, White
# 5168, Balls: White, Black, Red, Blue
# 5169, Balls: Blue, Blue, Green, Green
# 5170, Balls: Red, Red, Blue, Green
# 5171, Balls: Green, White, Blue, Blue
# 5172, Balls: Blue, Blue, Red, Red
# 5173, Balls: Red, Red, Blue, White
# 5174, Balls: Blue, Red, Blue, Blue
# 5175, Balls: Blue, Black, Red, Red
# 5176, Balls: Red, Red, Black, Blue
# 5177, Balls: Black, Blue, Red, Blue
# 5178, Balls: Blue, Black, Black, Blue
# 5179, Balls: Blue, Blue, Red, Blue
# 5180, Balls: Black, Red, Blue, Blue
# 5181, Balls: Black, White, Red, Red
# 5182, Balls: Blue, Blue, Red, Blue
# 5183, Balls: Blue, White, Red, White
# 5184, Balls: White, Blue, Green, Blue
# 5185, Balls: Red, White, Blue, Blue
# 5186, Balls: Green, Blue, Black, Blue
# 5187, Balls: Blue, Red, Blue, Blue
# 5188, Balls: Blue, Red, Red, Blue
# 5189, Balls: Red, Blue, White, Red
# 5190, Balls: Black, Red, Blue, White
# 5191, Balls: Green, Green, Red, Black
# 5192, Balls: Black, White, Blue, Blue
# 5193, Balls: Blue, Blue, White, Blue
# 5194, Balls: Blue, Green, Black, Green
# 5195, Balls: Red, Blue, Red, Black
# 5196, Balls: Black, Red, Black, Blue
# 5197, Balls: Red, Red, Black, Blue
# 5198, Balls: Blue, Red, Red, Black
# 5199, Balls: Blue, Black, White, Blue
# 5200, Balls: Red, Blue, Red, White
# 5201, Balls: Blue, White, Blue, Blue
# 5202, Balls: Green, Black, Blue, Green
# 5203, Balls: Green, Red, White, Black
# 5204, Balls: White, Black, Blue, Blue
# 5205, Balls: Blue, Blue, Blue, White
# 5206, Balls: Blue, Black, Green, White
# 5207, Balls: Red, Green, White, Blue
# 5208, Balls: Green, Red, Black, Blue
# 5209, Balls: Blue, Red, Black, Red
# 5210, Balls: Blue, Blue, Green, White
# 5211, Balls: White, Blue, Red, Green
# 5212, Balls: White, White, Black, Black
# 5213, Balls: Red, Green, Green, White
# 5214, Balls: Red, Red, White, Red
# 5215, Balls: White, Red, Blue, Blue
# 5216, Balls: Red, Green, Blue, Red
# 5217, Balls: Blue, Red, Red, Blue
# 5218, Balls: Blue, Green, Red, White
# 5219, Balls: Red, Blue, White, Red
# 5220, Balls: Green, White, Blue, Blue
# 5221, Balls: Blue, Blue, Red, Red
# 5222, Balls: Green, Red, Blue, Blue
# 5223, Balls: Red, Blue, Red, Red
# 5224, Balls: Black, Red, Red, Blue
# 5225, Balls: Red, Red, Red, Red
# 5226, Balls: Blue, Black, Green, Red
# 5227, Balls: Red, Blue, Green, White
# 5228, Balls: Blue, Blue, White, White
# 5229, Balls: Red, Red, Green, Black
# 5230, Balls: Green, White, Red, Black
# 5231, Balls: White, Green, Black, Green
# 5232, Balls: Blue, Green, Blue, Red
# 5233, Balls: Blue, Red, Blue, Black
# 5234, Balls: Green, Black, Red, Red
# 5235, Balls: Red, Red, Red, White
# 5236, Balls: White, White, White, White
# 5237, Balls: Green, White, Black, Blue
# 5238, Balls: Blue, Red, Green, Green
# 5239, Balls: Green, Red, Red, Red
# 5240, Balls: Blue, Black, Red, Blue
# 5241, Balls: Blue, Blue, Green, Green
# 5242, Balls: Red, Blue, Red, White
# 5243, Balls: White, Blue, Blue, Blue
# 5244, Balls: Blue, Black, White, Blue
# 5245, Balls: Blue, Green, Red, Blue
# 5246, Balls: Green, White, Blue, Blue
# 5247, Balls: Green, Blue, Blue, Red
# 5248, Balls: Red, Green, Blue, White
# 5249, Balls: Red, Blue, White, Red
# 5250, Balls: Blue, Blue, Green, Black
# 5251, Balls: Blue, Red, Blue, Red
# 5252, Balls: Blue, Red, White, Red
# 5253, Balls: Red, White, Blue, Blue
# 5254, Balls: Blue, Black, Black, Green
# 5255, Balls: Green, Green, Red, Green
# 5256, Balls: Blue, White, Blue, Green
# 5257, Balls: Red, Blue, Green, Red
# 5258, Balls: Green, Black, Blue, Green
# 5259, Balls: Blue, Red, Red, Blue
# 5260, Balls: Red, Red, Blue, Blue
# 5261, Balls: Red, Blue, Red, Red
# 5262, Balls: Red, Black, Blue, Blue
# 5263, Balls: White, Blue, Green, Green
# 5264, Balls: Red, Black, Blue, Red
# 5265, Balls: Red, Red, Red, White
# 5266, Balls: Blue, Red, White, Green
# 5267, Balls: White, Red, White, Blue
# 5268, Balls: Blue, Red, Black, Blue
# 5269, Balls: Blue, Black, Blue, Red
# 5270, Balls: Green, White, Red, Red
# 5271, Balls: Green, White, Green, Green
# 5272, Balls: White, Blue, Blue, Blue
# 5273, Balls: Black, Red, Blue, Blue
# 5274, Balls: Blue, Green, Blue, White
# 5275, Balls: Red, White, Green, Black
# 5276, Balls: Blue, Red, Green, Blue
# 5277, Balls: White, Red, Blue, White
# 5278, Balls: Black, Blue, Red, Red
# 5279, Balls: Blue, Red, Red, Blue
# 5280, Balls: Red, Blue, Green, White
# 5281, Balls: Black, Red, Blue, Blue
# 5282, Balls: Red, Red, Blue, Green
# 5283, Balls: Blue, Green, Blue, Black
# 5284, Balls: Black, Red, Blue, White
# 5285, Balls: Blue, Black, Blue, Green
# 5286, Balls: Green, Red, Blue, Blue
# 5287, Balls: Green, Blue, Blue, Green
# 5288, Balls: Blue, Green, Blue, Green
# 5289, Balls: White, Blue, White, Red
# 5290, Balls: Green, Green, Red, Blue
# 5291, Balls: Black, Blue, Red, White
# 5292, Balls: White, Black, White, White
# 5293, Balls: White, Blue, White, Black
# 5294, Balls: Green, Red, Blue, Black
# 5295, Balls: Red, White, Blue, Red
# 5296, Balls: Blue, Blue, Blue, Red
# 5297, Balls: Red, White, Green, Blue
# 5298, Balls: Blue, Black, Blue, Black
# 5299, Balls: Blue, Blue, White, Blue
# 5300, Balls: Black, Green, Blue, Red
# 5301, Balls: White, Red, White, Black
# 5302, Balls: Red, Red, White, Green
# 5303, Balls: White, Green, White, White
# 5304, Balls: White, Blue, Blue, Green
# 5305, Balls: White, Red, Black, White
# 5306, Balls: Red, Red, Red, Red
# 5307, Balls: Green, Red, Blue, Red
# 5308, Balls: Green, Black, Green, Green
# 5309, Balls: Black, Black, White, Green
# 5310, Balls: Red, Green, Green, Blue
# 5311, Balls: Black, Red, Red, Blue
# 5312, Balls: Black, Green, Blue, Black
# 5313, Balls: White, Black, Red, Red
# 5314, Balls: Red, Blue, Red, Green
# 5315, Balls: Red, Black, White, Blue
# 5316, Balls: Black, Blue, Red, Green
# 5317, Balls: Blue, Blue, Red, Red
# 5318, Balls: White, Blue, Red, Blue
# 5319, Balls: Green, Green, White, Blue
# 5320, Balls: White, Red, Red, Red
# 5321, Balls: Green, Blue, Blue, Blue
# 5322, Balls: Green, Black, Blue, Blue
# 5323, Balls: Black, Blue, Blue, Green
# 5324, Balls: Blue, Blue, Blue, Red
# 5325, Balls: Red, Black, Red, Black
# 5326, Balls: Red, Green, Black, Green
# 5327, Balls: White, Blue, Red, Black
# 5328, Balls: Red, Green, White, Blue
# 5329, Balls: Green, Black, Green, Green
# 5330, Balls: Green, Red, Blue, Red
# 5331, Balls: Black, Black, Black, Blue
# 5332, Balls: Green, Red, Blue, Red
# 5333, Balls: Blue, Green, Blue, Blue
# 5334, Balls: Blue, Blue, Green, Blue
# 5335, Balls: Red, White, White, Blue
# 5336, Balls: Red, White, Red, Red
# 5337, Balls: Black, White, Green, Black
# 5338, Balls: Red, Green, Black, Blue
# 5339, Balls: White, Red, Red, Red
# 5340, Balls: Blue, White, Blue, Red
# 5341, Balls: Green, Red, White, Green
# 5342, Balls: Blue, Blue, Red, Red
# 5343, Balls: Green, Black, White, White
# 5344, Balls: Blue, Blue, Red, White
# 5345, Balls: Blue, Blue, Green, White
# 5346, Balls: Blue, Red, Blue, Red
# 5347, Balls: White, Blue, Red, Red
# 5348, Balls: Blue, Green, Red, Red
# 5349, Balls: Black, Blue, Red, Green
# 5350, Balls: White, Blue, Black, Black
# 5351, Balls: White, Black, Blue, Blue
# 5352, Balls: Green, Black, Blue, White
# 5353, Balls: White, Red, Green, Black
# 5354, Balls: Red, Blue, Red, Blue
# 5355, Balls: Red, White, Blue, Green
# 5356, Balls: Red, Blue, Blue, Black
# 5357, Balls: Red, Red, Red, Green
# 5358, Balls: Blue, Blue, White, White
# 5359, Balls: White, Green, White, Red
# 5360, Balls: Red, Blue, Blue, White
# 5361, Balls: Blue, Black, Black, White
# 5362, Balls: Red, Blue, Blue, Green
# 5363, Balls: White, Red, Blue, White
# 5364, Balls: White, White, Black, Black
# 5365, Balls: Blue, White, White, Black
# 5366, Balls: Blue, Red, Red, Red
# 5367, Balls: Blue, Black, Black, Black
# 5368, Balls: Blue, Red, Blue, Red
# 5369, Balls: Green, Blue, Blue, Blue
# 5370, Balls: Green, Red, Green, Blue
# 5371, Balls: Red, Blue, Blue, Green
# 5372, Balls: Blue, Blue, Blue, Green
# 5373, Balls: Red, Red, Red, Green
# 5374, Balls: Blue, Blue, Red, Green
# 5375, Balls: Blue, Red, Black, Blue
# 5376, Balls: Blue, Blue, Black, Blue
# 5377, Balls: Black, Red, Blue, White
# 5378, Balls: Red, White, Blue, Blue
# 5379, Balls: Blue, Red, Blue, Blue
# 5380, Balls: Red, Red, White, Blue
# 5381, Balls: Red, Blue, Red, Red
# 5382, Balls: Black, Red, Black, Blue
# 5383, Balls: Red, Red, White, White
# 5384, Balls: White, Green, White, Black
# 5385, Balls: Red, Blue, Black, White
# 5386, Balls: Blue, Green, Red, White
# 5387, Balls: Black, White, Red, Blue
# 5388, Balls: Red, Black, Blue, Red
# 5389, Balls: Red, Black, Green, Green
# 5390, Balls: Green, Blue, Blue, Blue
# 5391, Balls: Red, Blue, Red, Blue
# 5392, Balls: Blue, Green, Red, Red
# 5393, Balls: Blue, Red, Green, Blue
# 5394, Balls: Red, White, Blue, Red
# 5395, Balls: Blue, Black, Green, White
# 5396, Balls: Red, Black, Red, Red
# 5397, Balls: Blue, Red, Blue, Black
# 5398, Balls: Red, Green, Green, Red
# 5399, Balls: White, Blue, Red, Green
# 5400, Balls: Green, Blue, Red, Red
# 5401, Balls: Red, Green, Red, White
# 5402, Balls: Black, White, Blue, Green
# 5403, Balls: Red, Black, Blue, Red
# 5404, Balls: Red, Blue, Red, Red
# 5405, Balls: Blue, Blue, Red, White
# 5406, Balls: Blue, Red, Blue, Red
# 5407, Balls: Blue, Green, Blue, Red
# 5408, Balls: Red, Blue, Red, Blue
# 5409, Balls: Blue, White, Green, Red
# 5410, Balls: White, Red, White, Red
# 5411, Balls: Blue, Red, Red, Red
# 5412, Balls: Black, Blue, Blue, Blue
# 5413, Balls: Red, Blue, Red, Red
# 5414, Balls: White, White, Black, Black
# 5415, Balls: White, Blue, Red, Black
# 5416, Balls: Blue, Blue, Black, Green
# 5417, Balls: Black, Red, Green, Red
# 5418, Balls: Red, Green, Black, Red
# 5419, Balls: Red, Black, Red, Red
# 5420, Balls: Green, Red, Black, Black
# 5421, Balls: Black, White, Green, Green
# 5422, Balls: White, White, Red, Blue
# 5423, Balls: Green, Blue, Blue, Red
# 5424, Balls: Blue, Red, Blue, Red
# 5425, Balls: Red, Blue, Red, Black
# 5426, Balls: Red, Red, Red, Blue
# 5427, Balls: Red, Blue, Red, Red
# 5428, Balls: Blue, Blue, Red, Red
# 5429, Balls: Red, Green, Green, Red
# 5430, Balls: Red, Red, Green, Red
# 5431, Balls: Blue, Red, Blue, Green
# 5432, Balls: Red, Red, Green, Red
# 5433, Balls: Blue, Red, Blue, White
# 5434, Balls: White, Blue, White, Red
# 5435, Balls: White, Red, Red, Blue
# 5436, Balls: Red, Black, Red, White
# 5437, Balls: Red, Blue, Red, Blue
# 5438, Balls: Black, White, Red, Blue
# 5439, Balls: Blue, Black, Green, Black
# 5440, Balls: Green, Blue, Blue, Red
# 5441, Balls: Green, Blue, White, Blue
# 5442, Balls: Blue, Blue, Blue, Blue
# 5443, Balls: Red, Red, White, Black
# 5444, Balls: Blue, White, Red, Red
# 5445, Balls: Blue, Red, White, Blue
# 5446, Balls: Black, Black, Red, Black
# 5447, Balls: White, Red, Black, Green
# 5448, Balls: Blue, Blue, Red, Green
# 5449, Balls: Black, Blue, Black, Green
# 5450, Balls: Red, Blue, Red, Green
# 5451, Balls: Green, White, White, Green
# 5452, Balls: Black, Red, Blue, Green
# 5453, Balls: White, White, Green, Red
# 5454, Balls: White, Blue, Red, Blue
# 5455, Balls: Blue, Blue, Red, Black
# 5456, Balls: Red, Blue, Red, White
# 5457, Balls: Blue, Blue, Green, Red
# 5458, Balls: Blue, Blue, Blue, Green
# 5459, Balls: Blue, White, Black, Blue
# 5460, Balls: Blue, Green, Red, Blue
# 5461, Balls: Blue, Green, Blue, Black
# 5462, Balls: Green, Blue, Blue, Black
# 5463, Balls: Blue, Green, Black, Green
# 5464, Balls: Black, Red, Red, White
# 5465, Balls: Red, White, Black, Blue
# 5466, Balls: Blue, Blue, Blue, Green
# 5467, Balls: Green, Green, Red, Red
# 5468, Balls: Blue, Red, Red, Red
# 5469, Balls: Red, Red, Black, Blue
# 5470, Balls: White, Blue, Red, Blue
# 5471, Balls: Black, Green, Red, White
# 5472, Balls: Green, Red, Black, Red
# 5473, Balls: Black, White, Red, Red
# 5474, Balls: White, Blue, Red, Green
# 5475, Balls: Red, Red, Blue, Blue
# 5476, Balls: Red, Red, White, Black
# 5477, Balls: Red, Green, Red, Red
# 5478, Balls: Red, Blue, Red, Green
# 5479, Balls: Red, Red, Black, Blue
# 5480, Balls: Green, Red, Red, White
# 5481, Balls: Red, Red, Red, Blue
# 5482, Balls: Blue, Blue, Red, Red
# 5483, Balls: Blue, White, Blue, Blue
# 5484, Balls: Red, Red, Blue, Green
# 5485, Balls: Red, White, Blue, Red
# 5486, Balls: Black, Red, Blue, Red
# 5487, Balls: Blue, Green, Red, Red
# 5488, Balls: White, Black, White, Blue
# 5489, Balls: Blue, Blue, Blue, Green
# 5490, Balls: Red, Red, Black, Green
# 5491, Balls: Green, Black, White, Blue
# 5492, Balls: White, White, White, Black
# 5493, Balls: White, Green, Blue, Blue
# 5494, Balls: White, Red, White, Black
# 5495, Balls: Green, Green, Red, Green
# 5496, Balls: Blue, White, White, Green
# 5497, Balls: Green, White, Red, Green
# 5498, Balls: Red, Blue, White, Red
# 5499, Balls: Black, Green, Blue, Red
# 5500, Balls: White, White, Red, White
# 5501, Balls: White, Red, Green, Blue
# 5502, Balls: Black, White, Red, Red
# 5503, Balls: White, White, White, Green
# 5504, Balls: White, Red, Black, Green
# 5505, Balls: Red, Red, Red, Blue
# 5506, Balls: White, Blue, Red, Blue
# 5507, Balls: Blue, Red, Green, Red
# 5508, Balls: White, Green, Black, Red
# 5509, Balls: Red, White, Blue, Red
# 5510, Balls: Blue, Red, Black, Green
# 5511, Balls: Red, Black, White, Red
# 5512, Balls: Green, White, Red, Red
# 5513, Balls: Green, Black, Blue, Black
# 5514, Balls: Blue, Blue, Red, Red
# 5515, Balls: White, Green, White, Blue
# 5516, Balls: Blue, Red, Blue, Red
# 5517, Balls: Red, Blue, Green, White
# 5518, Balls: Black, Blue, Blue, Red
# 5519, Balls: Red, Blue, Red, White
# 5520, Balls: Red, Red, Blue, Blue
# 5521, Balls: Green, Blue, White, Blue
# 5522, Balls: Red, Red, Blue, White
# 5523, Balls: Blue, Green, Red, Red
# 5524, Balls: Green, Red, Blue, Blue
# 5525, Balls: Blue, Red, Blue, Red
# 5526, Balls: Red, Green, Green, Blue
# 5527, Balls: Red, Green, White, Green
# 5528, Balls: Blue, White, White, Red
# 5529, Balls: Blue, Black, White, Blue
# 5530, Balls: Blue, Blue, White, Red
# 5531, Balls: Blue, Blue, White, Red
# 5532, Balls: Blue, Red, Red, Red
# 5533, Balls: Blue, Black, Blue, Blue
# 5534, Balls: Black, Black, Red, Red
# 5535, Balls: Black, Green, Green, Blue
# 5536, Balls: Green, Red, Red, Blue
# 5537, Balls: Blue, Green, Black, Green
# 5538, Balls: Blue, Red, Blue, Blue
# 5539, Balls: Blue, Red, Green, Blue
# 5540, Balls: Black, Black, Black, Red
# 5541, Balls: Black, Green, Blue, Blue
# 5542, Balls: White, White, White, Red
# 5543, Balls: Red, Red, Black, Black
# 5544, Balls: Blue, Blue, Green, Red
# 5545, Balls: Blue, Red, White, Black
# 5546, Balls: Red, Red, Green, Blue
# 5547, Balls: Green, Green, Red, Blue
# 5548, Balls: Red, White, Red, Red
# 5549, Balls: Blue, Blue, Red, Blue
# 5550, Balls: Blue, Red, Red, Black
# 5551, Balls: Red, Red, Blue, Red
# 5552, Balls: Red, Red, Red, Blue
# 5553, Balls: Black, Black, Blue, Red
# 5554, Balls: Blue, White, Green, Green
# 5555, Balls: Black, Green, Red, Black
# 5556, Balls: Red, Black, White, Blue
# 5557, Balls: Green, Black, Blue, Green
# 5558, Balls: Green, Green, Green, Blue
# 5559, Balls: Blue, Green, Green, Black
# 5560, Balls: Black, Blue, Green, Blue
# 5561, Balls: Blue, Black, Red, Blue
# 5562, Balls: White, Green, Blue, Red
# 5563, Balls: Red, Black, White, Green
# 5564, Balls: Green, Green, Blue, Red
# 5565, Balls: Green, Red, Black, Green
# 5566, Balls: Blue, Green, Green, Blue
# 5567, Balls: Blue, Black, Blue, Black
# 5568, Balls: Blue, Black, Red, Green
# 5569, Balls: Green, Red, Blue, Green
# 5570, Balls: Green, Red, Blue, Blue
# 5571, Balls: Green, Blue, Green, Blue
# 5572, Balls: Green, Blue, Red, Blue
# 5573, Balls: White, White, Red, Black
# 5574, Balls: White, Red, Red, Green
# 5575, Balls: Red, Green, Green, Red
# 5576, Balls: Red, Green, Red, Green
# 5577, Balls: Red, White, Green, White
# 5578, Balls: Red, Blue, Red, Blue
# 5579, Balls: Black, Red, Blue, Green
# 5580, Balls: Black, White, Red, Blue
# 5581, Balls: White, Red, Red, Red
# 5582, Balls: Blue, Green, Red, Blue
# 5583, Balls: Red, Blue, Red, Red
# 5584, Balls: Blue, White, Green, White
# 5585, Balls: Red, Blue, Blue, Red
# 5586, Balls: Green, Red, Red, Green
# 5587, Balls: Blue, Red, Green, Green
# 5588, Balls: Black, Black, Green, Blue
# 5589, Balls: Black, Green, Blue, Green
# 5590, Balls: Red, Green, Red, Black
# 5591, Balls: White, Red, Blue, Red
# 5592, Balls: Red, Blue, Blue, Green
# 5593, Balls: Red, Blue, Black, Blue
# 5594, Balls: Red, Blue, Red, Red
# 5595, Balls: White, Green, Red, Red
# 5596, Balls: Blue, Blue, Red, Red
# 5597, Balls: Blue, Blue, Red, Red
# 5598, Balls: Red, Red, Blue, Blue
# 5599, Balls: Red, White, Red, Green
# 5600, Balls: Blue, Black, Blue, Green
# 5601, Balls: Green, Green, Red, Red
# 5602, Balls: Green, Blue, Red, Red
# 5603, Balls: Black, Blue, Red, Green
# 5604, Balls: Red, Red, Blue, Blue
# 5605, Balls: Red, Blue, Red, Green
# 5606, Balls: Blue, Green, Green, Green
# 5607, Balls: Green, Red, Blue, Black
# 5608, Balls: Blue, Blue, Black, Blue
# 5609, Balls: Blue, Blue, White, Red
# 5610, Balls: Green, Blue, Red, White
# 5611, Balls: Red, Blue, Blue, Blue
# 5612, Balls: Blue, Red, White, White
# 5613, Balls: Blue, Red, White, Red
# 5614, Balls: Black, Blue, Red, Red
# 5615, Balls: Green, Blue, White, Black
# 5616, Balls: Blue, Black, Blue, Red
# 5617, Balls: Blue, Blue, Red, Red
# 5618, Balls: Red, Red, Blue, Blue
# 5619, Balls: Blue, Red, Green, Green
# 5620, Balls: Green, Red, Blue, White
# 5621, Balls: Blue, White, Blue, Blue
# 5622, Balls: Red, Blue, Red, Blue
# 5623, Balls: Black, Blue, Blue, White
# 5624, Balls: Blue, Green, Red, Green
# 5625, Balls: Green, Red, White, Red
# 5626, Balls: Blue, Blue, Black, Blue
# 5627, Balls: White, Red, Green, Blue
# 5628, Balls: Green, Blue, Blue, Blue
# 5629, Balls: Red, Red, White, Blue
# 5630, Balls: Blue, Green, White, Blue
# 5631, Balls: Green, White, Red, Black
# 5632, Balls: Blue, Black, Red, Red
# 5633, Balls: Blue, Green, Blue, Red
# 5634, Balls: Green, White, Green, Black
# 5635, Balls: Blue, Blue, Blue, Green
# 5636, Balls: Red, Black, Red, Blue
# 5637, Balls: Green, Blue, Green, Red
# 5638, Balls: Blue, Red, Blue, Black
# 5639, Balls: Red, Blue, Green, Red
# 5640, Balls: Blue, Red, Red, White
# 5641, Balls: Red, Blue, Blue, Green
# 5642, Balls: Blue, Red, Blue, Red
# 5643, Balls: Blue, Red, Red, Red
# 5644, Balls: Green, Black, Red, Blue
